,age,gender,pref_party,position,representative
591198,26,f,FDP,5,False
591274,65,m,GLP,4,False
591505,62,m,Keine,5,False
591572,42,m,SP,1,False
591730, , ,GLP,2,False
591758,24,m,GLP,2,False
591781,47,m,GLP,4,False
591841,50,m,FDP,5,False
592166,61,m,GLP,4,False
592169,44,m,Keine,5,False
592345,48,f,Keine,5,False
592383,34,m,SP,2,False
592452,26,m,SP,2,False
592466,35,f,SP,1,False
592627,35,m,GLP,4,False
592630,50,m,Keine,4,False
592707,19,m,Keine, ,False
592771,33,f,GLP,2,False
592816,33,m,GLP,2,False
592950,58,f,Mitte,6,False
593146,27,m,EVP,3,False
593195,60,f,Keine,4,False
593381,57,f,GLP,4,True
593683,29,f,EVP,3,True
593915,53,f,Grüne,1,False
594114,20,m,EVP,3,True
594376,29,m,GLP,3,False
594380,24,m,SP,1,True
594405,37,m,Mitte,5,True
594427,38,m,SP, ,False
594888,40,m,SVP,6,True
595044,62,m,SP,4,False
595285,52,m,Grüne,2,False
595326,50,f,FDP,5,False
595424,50,m,FDP,6,True
595428,31,m,Grüne,2,False
595475,48,m,FDP,5,True
595582,45,m,FDP,5,False
595600,34,f,AL,1,False
595642,58,m,FDP,6,False
595901,37,f,Keine,5,False
596149,20,m,FDP,5,False
596261,29,none,Keine,2,False
596305,53,f,SP,1,False
596355,27,m,FDP,5,False
596495,25,m,SP,2,False
596509, , ,Keine,4,False
596572,38,f,SVP,7,True
596589,53,f,GLP,3,False
596663,58,m,Keine,3,False
596830,41,m,Grüne,2,False
596960,55,m,Keine,3,False
597054,30,m,Grüne,2,False
597125,36,m,SP,2,False
597376,62,f,Mitte,3,False
597685,56,m,SP,2,False
597788,30,m,Grüne,3,True
597874,40,m,FDP,4,False
597988,39,m,Grüne,1,False
598372,33,f,SP,2,False
598573,38,f,Mitte,5,True
598948,29,m,SP,3,False
599005,38,f,Grüne,6,True
599220,56,m,Keine,3,False
599488,58,m,Keine,2,False
599875,39,m,Mitte, ,False
600075,29,m,SP,1,False
600177,76,m,GLP,2,False
600238,44,m,FDP,4,False
600493,16,f,Grüne,2,True
600523,38,m,FDP,5,False
600527,36,m,FDP,5,True
600764,30,m,SP,2,False
600816,29,f,SP,1,True
600893,50,m,SP,3,False
601117,59,m,Keine,3,False
601204,51,m,FDP,5,False
601604,40,m,GLP,3,True
601606,52,f,SVP,7,True
601684,26,m,GLP,3,False
601702,45,m,GLP,4,False
601746,25,f,EDU,6,False
601787,11,m,Keine,4,False
602043,44,m,Keine,3,False
602055,51,f,GLP,2,False
602259,25,m,SP,1,False
602509,52,m,GLP,5,False
603336,28,m,Keine,2,False
603338,54,m,GLP, ,False
603464,28,m,FDP,6,False
603611,59,m,GLP,3,False
603626,32,m,Keine,5,False
603677,61,f,Keine,6,False
603690,39,m,Grüne,3,False
603828,42,f,Keine,5,False
603876,33,m,FDP, ,False
604355,51,m,Grüne,2,True
604639,36,m,GLP,3,False
604901,43,m,SP,2,False
604911,64,m,FDP,5,False
604918,40,m,SP,3,False
605276,53,m,GLP,3,False
605530,48,f,Grüne,1,True
605592,46,m,GLP,3,False
605598,58,m,Keine,3,False
606004,73,m,Mitte,5,False
606236,18,f,Grüne,2,False
606397,38,m,Keine,4,False
606400,22, ,Keine,3,False
607007,62,m,SP,3,False
607015,19,x,SP,1,False
607209,28,m,GLP,3,False
607241,35,m,GLP,5,False
607358,54,m,FDP,3,False
607530,38,m,GLP,3,False
607664,50,m,FDP,5,True
607667,48,f,SP,1,False
607776,36,m,AL,1,False
607914,29,m,SP,2,False
608180,27,m,SP,2,False
608488,46,m,SVP,5,True
608798,26,f,Keine,6,False
608838,30,m,SP,1,False
609082,23,m,SVP,6,True
609497,40,m,Keine,4,False
609531,30,m,FDP,5,False
609569, , ,GLP,5,True
609633,48,m,Mitte,3,True
609913,25,m,GLP,3,False
609926,40,m,FDP,5,False
610056,53,m,Keine,4,False
610075,37,f,GLP,3,False
610157,34,m,SP,1,True
610339,81,m,SVP,6,True
610499,49,m,Grüne,3,False
610524,50,m,GLP,3,False
611006,54,f,Mitte,3,True
611025,44,f,GLP,3,False
611124, , ,Grüne,1,True
611280,40,f,Keine,1,False
611607,34,f,GLP,3,False
611629,46,m,Keine,5,False
611758,40,m,Keine,3,False
612238,57,m,Mitte,3,False
612401,50,m,Grüne,2,False
612432,56,f,GLP,5,True
612501,33,m,SP,2,False
612547, ,m,SP,1,False
612775,32,f,EVP,4,False
612915,32,f,GLP,3,False
613190,31,m,SP,1,True
613232, , ,Keine,3,False
613271,38,m,Keine, ,False
613367,51,f,GLP,4,True
613544,59,m,Mitte,5,False
613591,39,m,EVP,3,False
613656,21,f,Grüne,1,False
613702, ,f,Grüne,2,False
613716,51,m,FDP,6,True
613717,48,f,Keine,2,False
613810,28,f,SP,2,True
614217,64,m,FDP,6,False
614244,62,m,Keine,6,False
614250,38,m,Keine,4,False
614499,35,f,Grüne,2,False
614608,42,m,Keine,5,False
614964,27,f,Keine,3,False
614997,17,f,Grüne,1,False
615200,17,m,GLP,5,False
615286,33,m,GLP,3,False
615333, , ,Keine,5,False
615697,38,f,GLP,3,True
616034, , ,Keine,2,False
616154,37,m,Keine,5,False
616240,46,m,Andere,4,False
616331,30,m,Keine,3,False
616662,45,none,Keine,3,False
616728,57,f,SP,3,False
616930,41,m,FDP,6,False
617075,37,m,Keine,3,False
617196, , ,GLP,4,False
617223,21,f,SP,1,False
617499,46,m,SP,2,True
617538,30,f,FDP,6,False
617634,63,f,SVP,6,True
617832,37,m,SVP,5,True
617954,23,m,AL,1,False
618021,29,f,Keine, ,False
618026,45,m,FDP,5,False
618186,55,m,Keine,3,False
618257,41,m,SVP,6,True
618286,34,m,Mitte,4,False
618337,41,m,AL,2,False
618378, , ,Keine,1,False
618752,26,m,SVP,6,True
618915,55,f,SP,3,False
618934,17,m,SP,2,False
618935,24,f,SP, ,False
618974,30,m,Keine,5,False
619190,59,m,Keine,5,False
619195,58,m,GLP,5,False
619330,40,m,SP,1,False
619456,57,f,Mitte,3,False
619602,27,m,Mitte,6,False
619846,34,m,SVP,5,True
619857,36,m,SP,1,False
619943,45,f,EVP,2,False
619947,31,m,SP,2,False
620252,24,m,GLP,2,False
620387,28,f,FDP,3,True
620405,56,m,Keine,6,False
620417, ,m,Grüne,3,False
620488,35,f,Mitte,3,True
620685,27,none,SP,2,True
620843,16,m,EVP,6,False
620863,55,m,Keine,7,False
620941,26,m,FDP,6,True
620990,31,m,Keine, ,False
621064,42,f,Mitte,4,True
621252,33,f,PdA,2,False
621323,31,f,Keine,4,False
621324,40,f,SP,2,True
621342,41,m,SVP,7,True
621693,27,m,Grüne,1,True
621983,29,f,SP,1,True
622297,31,m,Mitte,7,False
622406,62,m,GLP,4,False
622779,46,f,Keine,5,False
622785,28,m,FDP,5,False
622980,62,m,Keine,6,False
623009,35,f,SP,1,False
623194,37,m,SVP,7,True
623226, , ,Keine,3,False
623441,46,m,SP,3,False
623644,41,m,Keine, ,False
623658, ,m,Mitte,6,True
623718,40,m,PdA,1,False
623765,68,m,Mitte,5,False
623776, , ,GLP,2,False
623830,72,m,Keine,5,False
623885,27,m,SP,1,False
624022,35,m,AL,2,False
624303,25,m,Grüne,2,False
624460,56,m,Keine,4,False
624531,27,m,FDP,5,False
624550,49,m,FDP, ,False
624602,71,m,Keine,6,False
624621, , ,FDP,5,False
624637,67,m,SVP,5,True
624649,28,m,GLP,3,False
625195,55,m,SVP,5,True
625415,59,m,FDP,5,False
625495,56,m,SVP,6,True
625633,28,m,Grüne,2,False
625756,68,m,SP,2,True
625849,38,m,SP,1,False
625850,28,f,SVP,7,True
626068,49,m,FDP,5,False
626265,32,m,Keine,2,False
626283,61,f,FDP,6,False
626341,52,f,Mitte,5,True
626351, , ,Grüne,4,False
626361,57,f,Keine,3,False
626759,43,f,FDP,4,False
626778,38,m,SP,1,False
626828,51,f,SP,1,False
626851,63,m,SVP,6,True
626923,66,m,FDP,6,False
627014,45,m,Keine,5,False
627249,54,m,Keine,2,False
627411,59,m,Keine,5,False
627432,54,m,SP,3,False
627456,59,m,Keine,4,False
627564,34,m,GLP,5,False
627604,26,m,GLP,3,False
627663,42,m,SP,2,False
627761,25,m,AL,2,False
627866,66,m,SP,1,False
627973,37,m,GLP,3,True
628047,45,m,Keine,5,False
628171,16,m,Keine,6,False
628192, , ,Keine,5,False
628359,37,m,Grüne,4,False
628412,54,m,GLP, ,False
628420,52,f,Keine,2,False
628564,22,m,SVP,7,True
628798,52,m,Grüne,2,False
628864,28,m,Grüne,2,True
628868,33,f,GLP,2,False
629316,44,m,Grüne,2,False
629549,56,m,GLP,5,False
629666,42,m,AL,2,False
629705,57,m,Keine,3,False
629844,37,m,SP,2,True
629845,18,m,SVP,6,True
630003,35,f,GLP,4,False
630122,70,m,SVP,7,True
630286,59,m,GLP,5,False
630352,55,m,FDP,5,True
630515,28,f,Grüne,1,False
630665,25,m,Grüne,2,False
630726,26,m,SP,1,False
630809,24,m,Keine,5,False
630818,41,f,SP,5,False
630914,59,m,FDP,5,True
631119,39,m,Keine,5,False
631259,39,m,Keine,3,False
631264,50,m,AL,3,False
631288,74,m,Mitte,4,False
631451,58,m,GLP,3,False
631757,25,m,GLP,2,False
631803,48,f,Grüne,2,False
631861,32,m,FDP,5,True
631893,61,m,SVP,6,True
632038,33,f,Keine,3,False
632280,22,x,SP,1,False
632547,61,m,GLP,3,False
632550,32,m,SVP,5,True
632601,42,m,GLP,5,False
632815,33,m,GLP,3,False
633085,28,m,SP,1,False
633217, , ,GLP,2,False
633840,42,f,Keine,2,False
633889,45,m,GLP, ,False
634083,23,m,FDP,5,True
634124,39,m,Keine,5,False
634162,53,f,Mitte,4,False
634342,38,m,SP,2,False
634422,43,m,SP,3,False
634537,34,m,GLP,3,False
634780,36,f,SP,1,False
634877,46,m,SVP,6,True
634967,36,m,SP,3,False
634988,32,m,GLP,3,True
635114,57,m,Keine,4,False
635238,27,f,GLP,3,False
635476,62,m,GLP,3,True
635574,19,f,SP,2,False
635652, , ,Keine,5,False
635656,21,m,SP,1,False
635832,58,m,SP,2,True
635856, , ,Grüne,2,False
636017,37,m,SP,2,False
636163,19,f,GLP,2,False
636304,55,m,Mitte,5,True
636341,51,m,Keine, ,False
636407,38,m,Keine,4,False
636426,36,m,GLP,3,False
636449, , ,FDP,4,False
636652,62,f,GLP,4,False
636693,36,m,Keine,3,False
636717,60,m,Mitte, ,False
636742,57,m,Mitte,4,True
636849,75,m,FDP,6,False
636962,57,m,Keine,3,False
637038,56,m,FDP,5,False
637223, ,m,Mitte,4,False
637255,42,m,SP,2,False
637265,24,m,GLP,3,False
637269,39,m,GLP,3,False
637658,32,m,Keine,2,False
637733,37,m,FDP,5,False
637960,29,m,Grüne,1,True
638027,29,f,SP,2,False
638048,29,m,GLP, ,True
638098,55,m,Grüne,2,False
638124,53,m,SP,3,False
638145,43,m,FDP,5,True
638161,34,m,GLP,4,True
638182,56,m,GLP,4,False
638246,48,m,GLP,3,False
638343,53,f,Keine,3,False
638455, , ,Grüne,1,False
638457,42,m,SP,2,False
638548,33,f,SP,2,True
638735,39,m,FDP,5,False
638810,52,m,Keine,3,False
638865,18,f,Keine,2,False
638941,47,f,Keine,2,False
639099,46,f,GLP,4,False
639350,29,f,Keine,4,False
639400,31,f,Grüne,2,False
639502,52,m,GLP,3,False
639530,25,m,Keine,5,False
639932,29,m,Grüne,2,False
640060,41,m,Keine,4,False
640196,31,m,SVP,6,True
640282,949,f,Mitte,3,False
640369,59,f,SP,2,False
640460,37,m,Grüne,3,True
640483,32,m,FDP,5,False
640784,34,f,GLP,3,False
641353,50,f,Keine,3,False
641651,47,f,AL,2,False
641750,28,m,SP,5,False
641763,19,f,Keine,3,False
641952,52,f,GLP,2,False
641976,46,m,GLP,3,False
642304, , ,SP,3,True
642305,26,f,Grüne,1,False
642310,26,f,FDP,5,False
642350,25,m,GLP,2,False
642401,36,m,Keine,2,False
642412,31,m,Keine,6,False
642436,52,m,Keine,4,False
642537,42,m,Keine,4,False
642557,37,m,Keine,3,False
642569,51,m,FDP,6,False
642716,34,m,GLP,3,False
642832,55,m,FDP,5,False
643803,33,m,SP,2,False
643994,40,m,Mitte,5,True
644298,35,f,Grüne,1,False
644308,49,m,Grüne,3,False
644823,20,f,Keine,3,False
644865,52,m,EVP,4,False
645011,29,m,SP,2,True
645031,59,f,Mitte,4,False
645053,51,m,GLP,3,False
645734,49,m,Mitte,5,True
646137,16,m,FDP,5,True
646520, ,m,Keine,3,False
646777,55,m,GLP,4,False
646924,30,f,Keine, ,False
647196,60,f,Grüne,2,False
647239,62,f,SP,1,True
647271,41,m,Grüne,1,False
647497,38,m,Mitte,5,False
647710,35,m,GLP,3,False
647784,60,m,Mitte,4,True
647808,47,m,Mitte,5,True
647997,30,m,FDP,4,True
648020,40,f,GLP,2,True
648043,77,m,Keine,5,False
648054,30,f,SP,2,False
648101,52,f,GLP,5,True
648361,14,m,FDP,3,True
648376,46,m,Keine,3,False
648700,21,m,FDP,5,True
649056,58,m,Keine,5,False
649067,31,m,SVP,6,True
649268,62,m,SVP,7,True
649292,55,m,Andere,7,False
649366,51,m,GLP,5,True
649450,53,f,GLP,2,False
649536,22,m,FDP,5,True
649749,74,f,Keine,2,False
649767,28,f,Keine,3,False
649800,37,f,SP,2,False
649860,29,m,GLP,3,False
649874,23,m,Keine, ,False
649913,29,m,SVP,6,True
649917,99,m,Keine,6,False
650046,31,m,GLP,3,True
650063,31,m,Grüne,2,False
650238,53,m,GLP,3,True
650327,60,m,Grüne,3,False
650442,48,m,Mitte,4,True
650584,29,f,SP,1,True
651171,48,m,FDP,6,True
651746,28,m,SP,2,False
651773,42,none,Andere,3,False
652034,77,m,FDP,5,True
652237,42,m,SP,2,False
652426,38,m,Keine,3,False
652471,39,m,AL,1,False
653190,60,m,Keine,3,False
653227,31,f,Keine, ,False
653403,40,m,SP,2,False
653471,48,m,SP,2,False
653519,42,m,FDP,4,False
653594,57,m,GLP,3,False
653939, , ,Keine, ,False
653957,42,m,GLP,4,True
654430,61,m,Keine,4,False
654527,37,m,Andere,5,False
654916,46,f,Keine,3,False
654945,29,m,FDP,5,False
655025,35,m,Keine,7,False
655127,30,m,Keine,3,False
655145,77,m,Mitte,4,True
655147,35,m,GLP,3,True
655437,41,m,SVP,7,True
655662,41,m,Keine,3,False
655680,47,m,Keine,2,False
655883,30,m,Keine,4,False
655999,26,m,SVP,7,True
656022, , ,SVP,7,True
656165,30,m,FDP,6,False
656175,36,f,FDP,5,False
656393,74,m,Keine,3,False
656765,20,m,SVP,6,True
656795,43,m,SP,2,False
657160,43,m,FDP,6,True
657223,35,f,SP,2,False
657238,49,m,Grüne,3,True
657278,62,m,FDP,4,True
657668, , ,EVP,3,False
657690,53,m,SP,3,False
657744,62,m,Mitte,4,False
657863,82,m,FDP,5,False
658285,56,m,Keine,1,False
658324,69,m,Keine,5,False
658459,32,m,SP,2,False
658498,49,m,Mitte,3,True
658746,37,m,EDU,6,True
658871,54,m,EVP,5,False
658883,34,m,GLP,5,False
658965, , ,SP,2,False
658976,35,m,SP,1,False
658981,28,f,SP,1,False
659180,26,m,FDP,5,True
659566,25,m,GLP,4,True
659591,28,m,Grüne,2,False
659850,45,m,SVP,7,True
659993,44,m,FDP,6,False
660114,52,m,GLP,3,True
660238,24,m,Keine,5,False
660647,23,m,SP,1,False
660659,26,m,Grüne,1,False
660691,47,m,SVP,6,True
660972,35,m,Keine,5,False
661525,47,m,GLP,4,False
661890,34,m,SVP,7,True
661920,28,m,Grüne,2,False
662182,38,f,GLP,5,True
662309,54,m,Keine,4,False
662524,40,m,GLP,3,False
662748, , ,SP,3,False
662779,49,m,GLP, ,False
662807,57,m,Keine, ,False
663001,26,m,Keine,4,False
663053, , ,EVP,4,False
663188,29,m,EDU,5,True
663256,60,m,Keine,4,False
663379,21,f,Keine,2,False
663784,63,m,FDP,6,False
663848,68,m,Keine,3,False
663933,42,m,Keine,7,False
663980,53,m,GLP,3,False
664011,57,f,SP,2,False
664071,29,m,Keine,5,False
664100,44,m,GLP,3,False
664125,20,m,SP,3,False
664308,72,m,Mitte,4,False
664455,29,f,GLP,3,False
664459,43,m,Keine,5,False
664683,19,m,SP,2,False
665058,51,m,Mitte, ,False
665068,32,m,Mitte,5,False
665227,35,m,SVP,7,True
665728,32,m,SVP,5,True
665949,41,m,GLP,5,False
666407,42,m,Mitte,4,False
667191,40,f,Keine,3,False
667301,31,f,GLP,3,True
667807,41,m,Keine,5,False
667816,41,m,GLP,3,False
668132,30,m,SP,3,True
668162,64,f,SP,3,False
668190,40,m,SP,1,False
668221,65,f,SP,1,False
668346,33,m,GLP,4,False
668568,41,m,GLP,5,False
668676,30,m,Grüne,2,True
668750,20,f,GLP,6,False
668769,27,f,Keine,3,False
668841,29,m,SP,1,False
668856,32,m,SP,1,False
668863,36,m,SP,3,False
669264,63,m,Keine,6,False
669385,56,m,AL,2,False
669388,19,m,PdA,1,False
669543,36,m,GLP,3,False
669546,38,m,SP,2,False
669580,31,m,Keine,3,False
669586,23,m,FDP,5,False
670037,28,m,FDP,5,True
670056,18,m,SVP,6,True
670183,51,f,Mitte,6,False
670282,38,m,Grüne,3,False
670560,27,m,Keine,2,False
670665,30,m,SP,1,False
670745,22,m,GLP,3,False
670770,63,m,SP,3,True
670938,45,m,GLP,3,False
671042,35,f,SP,2,False
671079,44,m,SP,2,True
671240,35,m,SVP,6,True
671366,29,m,Keine,3,False
671907,18,f,Grüne,2,False
671962,33,f,SP,2,False
671998,27,m,Keine,5,False
672245,28,f,SP,2,False
672306, , ,SP,5,True
672348,44,f,SVP,5,True
672635,34,m,Grüne,2,False
672708,37,f,Grüne,2,False
672713,69,m,SP,2,False
672848,38,f,GLP,2,False
673005,24,m,Grüne,1,False
673132,60,f,SP,1,False
673172,37,f,Keine,3,False
673229,26,m,EVP,6,False
673431,58,m,Keine,3,False
673737,25,m,SP,1,False
673847,22,m,GLP,3,False
673899,38,m,SP,3,False
673998,23,m,Keine,6,False
674037,21,m,AL,2,False
674097,28,m,SP,1,False
674401,20,x,SP,2,False
674462,21,m,EVP,3,False
674521,18,m,Grüne,1,False
674601,18,m,Keine,3,False
674649,39,m,Keine,5,False
674737,20,m,Keine,6,False
674934,55,m,SVP,6,True
674981,40,m,Keine,5,False
675052,42,m,Keine,3,False
675121,53,f,FDP,5,False
675182,41,m,SP,3,False
675407,51,m,Andere,2,False
675533,27,m,SP,3,False
675741,45,m,EVP,4,False
675907,33,f,Grüne,2,False
675940,19,m,SVP,7,True
676053,45,m,GLP,4,False
676106,29,m,GLP,3,False
676381,52,m,SVP,7,True
676530,44,m,AL,2,False
677059,66,m,FDP,6,True
677259,43,m,FDP,6,False
677651,42,m,GLP,2,False
677723, , ,GLP,3,False
677892,38,f,AL,2,False
677923,57,f,FDP,6,True
677996,60,f,EVP,3,False
678067,49,m,GLP,4,True
678271,57,f,FDP,4,False
678285,46,m,Keine,6,False
678758,33,m,GLP,5,False
679017,83,m,FDP,5,False
679040,51,m,Keine,2,False
679096,62,m,Mitte,4,False
679211,32,m,Keine,4,False
679629,41,f,Grüne,7,False
679739,24,none,Keine,1,False
679743,43,m,SP,1,False
679895,31,f,Keine,3,False
679918,30,m,Keine,3,False
679950,42,m,Keine,3,False
680007,45,m,Grüne,1,True
680022,126,m,SP,2,False
680275,54,m,SP,3,True
680375,57,f,Keine,4,False
680788,35,m,Grüne,5,False
680789,28,m,Mitte,5,False
680833,67,m,Keine,4,False
680865,44,m,GLP,3,False
680972,37,m,GLP,2,False
681369,26,m,Mitte,4,False
681498,42,m,FDP,5,True
681728,23,m,Mitte,3,False
682029,63,m,GLP, ,False
682075,29,f,Grüne,1,False
682337,56,m,FDP,6,True
682445,69,m,SP,2,False
682773,43,m,GLP,4,True
682917,44,m,FDP,6,True
682970,54,m,Grüne,1,True
683190,44,m,FDP,5,False
683433, , ,Mitte,5,False
683619,51,m,Keine,4,False
683688,42,m,FDP,5,False
683714,22,m,GLP,2,False
683762,60,m,Grüne,1,False
683779,35,m,GLP,4,False
683881,73,m,SP,2,False
683975,33,m,FDP,5,True
684021,29,m,AL,1,False
684276,40,m,FDP,5,False
684329,32,m,GLP,2,False
684338,56,m,GLP,4,True
684491,51,f,SP,1,True
684510,61,m,Grüne,2,False
684517,25,m,SP,3,False
684549,28,f,SP,1,False
684636,45,m,GLP,3,False
684793,29,m,GLP,3,False
684817,31,f,SP,1,False
684946,39,f,GLP,5,False
685097,30,m,FDP,6,False
685245,45,m,SP,2,False
685383,24,m,GLP,3,False
685410,30,m,SP,1,True
685475,36,m,Keine,5,False
685807,53,m,Mitte,4,False
685940,65,f,SP,2,False
686107,52,m,GLP,3,False
686333,36,m,Keine, ,False
686340,26,m,Grüne,3,True
686367,38,m,Keine,5,False
686674,31,m,SP,2,False
686803,31,m,Keine,4,False
686823,53,m,GLP,3,False
686872,34,m,EVP,5,True
687140,25,m,Grüne,2,False
687282,35,f,SP,2,False
687321,36,m,SP,2,True
687491,34,m,SP,2,False
687620,34,m,FDP,5,False
687635, , ,SP,1,False
687806,67,f,SP,2,True
687880, , ,Keine,2,False
687986,22,f,Mitte,3,True
687998,28,f,GLP,2,False
688184,27,m,Grüne,1,True
688349, , ,SP,1,False
688444,24,m,GLP, ,False
688445,24,m,GLP, ,False
688455,24,m,GLP, ,True
688456,24,m,GLP, ,False
688465,24,m,GLP, ,False
688539,70,f,SP,2,False
688850,50,m,Keine,3,False
689011,22,m,GLP,4,False
689021,29,m,SP,2,False
689298,33,m,Grüne,3,False
689392,38,m,FDP,6,False
689426,56,f,SP,1,True
689510,28,f,Grüne,2,False
689633,35,m,Keine,1,False
689788,36,m,GLP,3,False
689801,49,f,Keine,4,False
689889,34,f,Keine,4,False
689995,49,f,SVP,6,True
690003,28,m,SP,2,False
690089,42,m,Grüne,3,False
690094,43,m,SP,2,False
690125,26,f,Keine,5,False
690591,63,m,FDP,4,True
690631,55,m,Keine,4,False
690692,53,m,FDP,5,False
690744,60,m,Mitte,3,False
690748,45,f,GLP,3,False
690932,58,f,SVP,6,True
691026,43,m,GLP,3,False
691307,70,f,GLP,2,False
691366,37,m,Keine,2,False
691383,65,m,FDP,5,False
691451,29,f,GLP,3,False
691462,58,m,SP,3,False
691467,39,none,SP,1,False
691519,56,m,Keine, ,False
691690,66,m,SP,2,False
691830,67,m,Keine,5,False
691942,34,m,Mitte,3,False
692009,52,m,GLP,4,False
692073,69,m,SVP,7,True
692165,39,f,Mitte,3,False
692232,53,m,Mitte,5,True
692279,42,m,GLP,3,False
692289,67,m,SVP,6,True
692333,19,m,GLP,3,False
692472,31,f,SP,2,False
692491,46,m,GLP,4,False
692608,67,m,SP,1,False
692777,64,m,GLP,4,False
692907,27,f,SP,1,False
692911,15,f,Grüne,1,False
692959,34,m,Andere,2,False
693094,48,m,SVP,5,True
693104,36,m,FDP,5,False
693140,37,m,GLP, ,False
693181,34,m,Grüne,2,False
693236,27,x,SP,1,True
693256,47,m,FDP,5,False
693301,27,f,SP,2,False
693395, ,m,SVP,5,True
693485,42,m,Grüne,1,False
693548,59,m,SVP,5,True
693601,39,m,SP,3,False
693621,58,f,GLP,4,False
693689,37,m,GLP,3,False
693757,39,m,SP,3,True
693759,21,m,FDP,6,True
694000,29,m,FDP,4,True
694027,24,f,Keine,4,False
694076,23,m,SP,2,True
694131,24,f,SP,2,False
694140,44,m,FDP, ,False
694152,39,m,Grüne,2,False
694156,45,m,FDP,5,False
694262,31,none,Grüne,1,True
694295,55,x,Keine,1,False
694743,48,m,EVP,4,False
695354,47,f,EDU,6,True
695761,44,m,Grüne,2,True
695789,47,m,Mitte,4,False
695947,54,m,Keine,5,False
695976,39,m,Keine,3,False
696007, , ,Keine,4,False
696370,30,m,FDP,5,False
696384,41,m,SP,3,False
696522,42,f,Keine,4,False
696615,45,m,Keine,4,False
696624,36,m,Mitte,5,False
696691,46,m,GLP,3,True
696781,34,f,SP,1,False
696783,46,f,FDP,5,False
696892,55,f,Grüne,6,True
697041,65,f,GLP,2,False
697080,53,m,GLP,3,False
697498,33,m,Keine,3,False
697581,65,m,GLP,5,False
697597,49,m,FDP,5,False
697800,25,m,GLP,3,False
697803,49,m,EVP,3,True
697805,57,m,FDP,7,False
698059,56,m,Grüne,3,False
698478,26,m,SVP,5,True
698798,68,m,GLP,4,False
698907,56,f,SP,3,False
699162,21,m,GLP,2,False
699191,30,f,Keine,2,False
699461,55,f,Grüne,2,False
699810,38,f,SVP,6,True
699909,31,m,GLP,5,False
700240,71,m,Keine,4,False
700367,30,f,SP,2,True
700415,48,m,SP,2,True
700533,57,m,Keine,5,False
700650,46,m,Mitte,4,False
700676,51,m,GLP,3,False
700800,32,f,SP,2,False
700808,66,f,Keine,4,False
700903,58,m,Keine,5,False
701356,39,f,Keine,2,False
701360,28,m,GLP,3,False
701452,35,m,SP,1,False
701572, ,m,EVP,3,True
701586,34,m,GLP,3,False
701599,24,m,GLP,3,False
701630,27,m,GLP,2,False
701655,42,f,SP,2,False
701673,32,m,Keine,3,False
701679,28,m,FDP,5,False
701685,28,m,SVP,7,True
701772,50,m,Mitte,5,True
701883,47,m,SVP,7,True
701973,58,f,SP,3,True
701975,32, ,Keine,3,False
702083,42,m,SVP,6,True
702100,46,f,SP,2,True
702190,35,m,Andere,3,False
702244,55,f,SP,2,False
702362,43,m,Keine,5,False
702379,59,m,Mitte,4,False
702545,32,m,GLP,5,False
702552,32,m,SP,1,False
702578,18,m,SP,2,False
702626,33,f,GLP,3,False
702648,40,m,SP,2,False
702773,26,m,Keine,4,False
703034,22,f,FDP,6,False
703088,52,m,GLP,3,False
703103,41,m,FDP,5,False
703527,57, ,Keine,5,False
703528,46,f,Keine,4,False
703727,63,m,SVP,5,True
703742,49,m,Keine,4,False
703837,30,f,SVP,6,True
703862,57,m,SP,3,False
703866, , ,FDP,3,False
704040,62,m,Keine,4,False
704134,58,m,Keine,4,False
704183,27,m,SVP,6,True
704224,38,m,SVP,5,True
704325,21,f,SP,2,False
704384,49,f,GLP,4,False
704411, ,f,SVP,6,True
704707,44,m,GLP,3,False
704743,36,f,SP,5,False
705532,26,f,SP,2,False
705598,33,m,GLP,2,False
706350,62,m,Keine,3,False
706365,28,m,GLP,3,False
706471,37,m,Mitte,5,False
706533,55,m,SP,3,False
706821,52,f,Grüne,3,False
706832,32,m,Grüne,2,False
707002, ,m,SP,3,False
707057,55,m,Keine,3,False
707584,33,m,FDP,4,False
707598, , ,FDP,6,False
707604,29,f,SP,1,False
708229,30,f,GLP,3,False
708359,24,m,Keine,1,False
708555,28,f,SP,1,False
708766,32,m,Grüne,2,False
708798,38,m,EVP,5,True
709038,47,m,Keine,3,False
709068,38,f,FDP,6,False
709092,53,f,Keine,4,False
