,age,gender,pref_party,position,representative
1401008,24,m,SVP,6,True
1401036,50,m,Grüne,2,False
1401158,53,m,GLP,4,False
1401586,35,m,GLP,3,False
1401832,41,f,SP,6,False
1401835,42,m,GLP,4,False
1402384,55,m,Grüne,1,False
1402556,53,m,Grüne,4,False
1402749,43,m,FDP,6,False
1402798,69,f,SP,2,False
1403024,42,m,GLP,3,True
1403070,28,m,FDP,5,True
1403326,53,m,SP,3,True
1403450,1017,m,GLP,3,False
1403760,56,m,FDP,5,False
1403768,30,f,SP,3,False
1403881,37,m,SP,2,False
1404090,37,m,GLP,4,False
1404145,54,m,FDP,5,True
1404428,60,m,Grüne,2,False
1404491,41,m,FDP,4,False
1404691, , ,Keine,4,False
1404979,33,m,FDP,5,False
1404989,46,f,Keine,4,False
1405067,47,f,Grüne,1,False
1405120,67,f,Mitte,4,True
1405124,30,m,Keine,3,False
1405398, ,m,EVP,4,True
1405765,33,m,GLP,3,False
1405820,59,f,SP,3,True
1405957,32,m,Grüne,2,False
1405990,44,none,Keine,3,False
1406014,60,m,SVP,5,True
1406044,23,f,SP,2,False
1406090,47,m,Andere,2,False
1406173,23,m,FDP,5,True
1406188, , ,SP,2,False
1406214,41,m,GLP,4,False
1406328,59,m,FDP,5,True
1406552,51,m,Grüne,3,True
1406677,25,m,Mitte, ,False
1407216,39,m,Keine,5,False
1407277,43,m,SVP,7,True
1407517, , ,AL,1,False
1407575,15,f,Keine,2,False
1407834,40,f,Keine,3,False
1408347,49,m,SP,2,False
1408403,30,m,FDP,5,False
1408574,22,m,Keine,5,False
1409053,52,m,SP,3,False
1409181,31,m,Keine,6,False
1409221,40,m,GLP,3,True
1409325,57,m,Mitte,3,False
1409487,51,m,SP,3,False
1409616,41,f,Grüne,2,False
1409692,45,m,Keine,5,False
1409816,57,f,GLP,5,False
1409828,36,m,GLP,3,False
1410523,61,m,FDP,7,False
1410640,56,m,FDP,6,True
1410689,39,m,GLP,4,False
1411148,72,m,Mitte,4,False
1411230,42,f,FDP,6,False
1411283,23,f,SP,1,False
1411462,51,m,GLP, ,False
1411479,27,m,FDP,6,False
1411490,33,m,AL,2,False
1411676,76,f,Mitte,4,False
1411700,51,f,FDP,5,False
1411870,45,m,GLP,3,False
1412016,23,f,GLP,2,False
1412231,50,f,Grüne,1,False
1412237,31,m,AL,1,False
1413423, ,m,FDP,5,True
1413474,35,m,AL,2,False
1413484,43,f,Keine,5,False
1413543,32,f,FDP,5,True
1413585,20,m,GLP,3,False
1413679,33,m,Keine,5,False
1413827,25,m,GLP,2,True
1413886,42,m,GLP,3,False
1414064,43,m,FDP,6,False
1414127,61,m,Grüne,1,False
1414134,51,m,FDP,4,False
1414637,45,f,SP,3,True
1414830,74,m,GLP,3,False
1414892,43,m,GLP,3,False
1414971,20,m,FDP,6,False
1415057,48,m,SP,3,False
1415084,52,m,Grüne,2,False
1415089,32,m,Keine,1,False
1415161,54,m,GLP,3,False
1415265,26,m,EVP,3,False
1415289,39,m,Keine,3,False
1415435,45,f,GLP,5,False
1415441,34,none,Keine,5,False
1415492,36,m,SVP,6,True
1415605,38,m,Keine,3,False
1415924,31,m,GLP,2,False
1415960,48,m,GLP,5,False
1416018,37,m,GLP,3,False
1416274,51,f,Keine,2,False
1416430,53,m,Keine,5,False
1416459,37,f,Grüne,1,False
1416467,36,m,SP,2,False
1416598,27,m,SP,2,False
1416630,32,m,SP,1,False
1416796,43,m,FDP,6,False
1416801,32,m,SP,3,True
1416852,35,m,SVP,6,True
1417119,27,m,GLP,3,False
1417173,19,f,Keine,5,False
1417290,48,m,GLP,4,False
1417344,21,m,GLP,3,False
1417370,31,m,FDP,5,True
1417392,51,m,Keine, ,False
1417417,23,m,SVP,7,True
1417485,21,m,SVP,6,True
1417569,31,m,SVP,6,True
1417799,27,f,SP,2,True
1417874,33,m,FDP,5,False
1417906,34,m,Grüne,3,False
1418261,50,f,GLP,4,False
1418445,50,m,SP,2,True
1418511,58,f,FDP,6,True
1418603,43,m,Grüne,1,False
1418787,19,f,FDP,3,False
1418853,47,m,FDP,4,False
1418957,26,f,Grüne,2,False
1419090,32,f,SP,2,False
1419115,65,m,GLP,4,False
1419121,50,m,Mitte,4,True
1419205,29,m,GLP,3,False
1419216,47,f,EVP,1,False
1419255,65,m,Mitte,5,False
1419435,34,m,GLP,3,False
1419532,50,m,Keine,3,False
1419745,22,m,AL,2,False
1419774,55,m,SP,2,False
1419852,41,m,GLP,3,False
1419855,23,m,GLP, ,False
1419963,31,m,EDU,5,True
1420131,37,f,GLP,2,False
1420205,35,m,Keine,5,False
1420284,71,m,FDP,6,False
1420286,19,m,GLP,2,False
1420317,24,f,EVP,3,False
1420448,41,m,Keine,3,False
1420465,25,m,Mitte,5,False
1420539,32,m,Keine,3,False
1420550,65,m,GLP,5,False
1420617,44,m,GLP,5,False
1420672,42,m,Keine,3,False
1421148,40,f,SP,2,False
1421171,45,m,GLP,2,False
1421194,31,m,Keine,5,False
1421196,37,m,Mitte,5,True
1421238,63,m,Keine,3,False
1421279,79,m,Mitte,5,False
1421427,21,m,FDP,7,False
1421633,40,m,EVP,5,False
1421888,32,m,Keine,2,False
1422026,30,m,Keine,3,False
1422509,22,m,SVP,6,True
1422602,63,m,SP,1,True
1422803,28,m,Keine,4,False
1422918,26,f,SP,1,False
1423112,41,m,Mitte,3,True
1423207,23,m,FDP,5,False
1423332,33,none,GLP,3,False
1423382,28,m,SP,2,True
1423415,34,m,FDP,5,False
1423775,50,m,FDP,3,False
1423777,29,m,Grüne,1,False
1424012,22,m,FDP,6,False
1424142,26,m,SP,6,False
1424210,16,m,Keine,5,False
1424232,56,m,GLP,3,True
1424479,32,f,SP,3,False
1424772,57,m,Grüne,2,False
1424932,44,m,GLP,3,False
1424956,51,m,SP,3,False
1425008,26,m,Keine,4,False
1425061,32,m,GLP,3,False
1425289,25,m,SP,2,False
1425298,32,m,Grüne,2,False
1425518,23,f,Mitte,4,False
1425839,31,m,Grüne,3,False
1425857, , ,Mitte,4,False
1425986,36,m,GLP,3,False
1426094,57,m,SP,2,False
1426302,18,f,Grüne,1,False
1426583,32,m,SVP,6,True
1426643,41,m,Mitte,4,False
1426753,32,m,GLP,3,False
1426974,37,m,SVP,6,True
1427797,30,m,GLP,4,False
1427804,38,f,SP,2,False
1428191,23,f,Keine,6,False
1428260,51,f,GLP,5,False
1428272,54,f,Keine,4,False
1428445,38,m,Keine,3,False
1428450,33,m,Grüne,2,False
1428681,22,f,Grüne,2,False
1429020,18,m,Andere,3,False
1429242,18,m,FDP,5,False
1429501,44,m,Keine,7,False
1429561,37,m,GLP,4,False
1429659,51,m,EVP,3,False
1429660,18,m,Keine,3,False
1429763,53,m,FDP,5,False
1429987,41,m,GLP,3,False
1430017,65,f,Mitte,4,False
1430062,48,m,Keine,5,False
1430098,31,m,Grüne,1,False
1430564,26,m,Mitte,4,True
1430696,35,m,FDP,6,False
1430793,16,m,SP,3,False
1431070,37,m,FDP,5,False
1431435,44,m,EVP, ,False
1431639,35,f,Andere,5,False
1431693,35,m,GLP,3,False
1431786,20,m,SVP,7,True
1431844,35,m,Keine,5,False
1431845,35,f,Keine,3,False
1431939,40,m,Keine,2,False
1432182,50,m,Keine,5,False
1432231,61,m,FDP,6,False
1432307,29,f,Grüne,1,False
1432334,47,m,GLP,5,True
1432462, , ,Grüne,1,False
1432526,48,m,SP,1,False
1432573,34,f,Keine,3,False
1432653,68,m,SVP,7,True
1432658,61,m,GLP,3,False
1432677,37,f,GLP,3,False
1432792,57,m,FDP,6,False
1432850,41,m,SVP,7,True
1432866,51,f,Keine,4,False
1433085,52,m,GLP,5,False
1433115,39,m,Keine,5,False
1433508,38,f,Keine,4,False
1433641,28,f,SP,1,True
1433744,49,m,GLP,4,True
1433789, , ,Grüne,2,False
1433852,48,f,SP,2,False
1433855,47,m,GLP, ,False
1434038,60,m,SP,1,False
1434151,26,f,SP,1,False
1434213,50,m,AL,2,False
1434524,41,m,FDP,5,True
1435234,25,m,Keine,6,False
1435383, , ,Keine,4,False
1435533,41,m,Grüne,2,False
1435626,62,m,SVP,6,True
1435659,28,f,Keine,2,False
1435708,56,m,Mitte, ,False
1436104,37,m,FDP,5,False
1436295,48,m,FDP,5,False
1436503,24,m,Grüne,2,True
1436656,32,m,Grüne,2,False
1436722,51,m,FDP,5,False
1436794,28,m,Grüne,2,False
1436830,24,m,Grüne,2,True
1437174,64,m,SVP,6,True
1437180,54,f,Keine,5,False
1437189,47,m,GLP,2,False
1437225,36,m,Keine,4,False
1437262,60,f,SP,2,False
1437563,24,f,Keine,3,False
1437662,69,f,Mitte,3,False
1437735,55,m,SVP,5,True
1437810,49,f,SP,3,True
1437873,54,f,SP,2,False
1437919,41,m,Grüne, ,True
1438037,44,f,PdA,1,False
1438071,55,m,GLP, ,False
1438140,35,m,Keine,3,False
1438162,67,m,SP,2,False
1438304,34,m,SVP,6,True
1438514,45,m,GLP,5,False
1438634,45,m,Andere,2,False
1438706,71,m,SP,1,False
1438780,37,f,GLP,2,False
1439010,28,m,Grüne,1,False
1439030,27,m,SP,3,False
1439131,32,m,GLP,3,False
1439232,37,f,Keine,1,False
1439240,32,m,Keine,2,False
1439284,48,m,Mitte,2,False
1439404,56,m,Mitte,5,False
1439719,57, ,SP,2,False
1440060,55,m,GLP,4,False
1440074,44,f,Keine,3,False
1440115,26,m,SP,1,False
1440644, , ,SP,3,True
1440833,33,m,SP,2,False
1440869,46,m,Grüne,3,True
1441004,31,f,Keine,4,False
1441133,44,f,GLP,4,False
1441136,53,m,SVP,7,True
1441335, , ,SVP,7,True
1441405,20,f,GLP,3,False
1441555,56,none,SP,2,False
1441665,34,m,Keine,3,False
1441899,26,m,SP,1,True
1442048,31,f,GLP,3,False
1442185,60,m,GLP,3,True
1442285,32,m,FDP,5,False
1442497,73,m,SP,1,True
1442627,51,m,Grüne,3,False
1442733,1019,m,SP,2,True
1442867,27,f,SP,2,False
1443035,36,m,GLP,3,False
1443236,54,m,GLP,3,False
1443290,43,m,Keine,2,False
1443302,33,m,GLP,3,False
1443328,28,f,GLP,2,False
1443558,19,m,SP,2,False
1443781,83,m,Keine,3,False
1443833,31,m,SP,2,False
1444201,66,m,FDP,5,False
1444217,29,f,GLP,2,False
1444552,53,m,FDP, ,False
1444629,41,f,Grüne,2,False
1444674,53,m,Grüne,1,False
1444686,42,m,GLP,5,False
1444728,44,f,Keine,3,False
1444925,30,f,SP,1,False
1444941, , ,SVP,6,True
1444973,30,m,FDP,6,False
1445035, , ,Mitte,2,False
1445132,28,f,SP,1,False
1445241,26,m,SP,1,False
1445310,31,m,SP,2,False
1445920,31,m,Andere,1,False
1445983,35,m,GLP,2,False
1445991,36,f,GLP,4,True
1446102,26,m,SP,3,False
1446141, , ,Mitte,6,False
1446175,69,f,Grüne,2,False
1446352,55,m,GLP,4,False
1446498,38,f,FDP,5,True
1446821,32,f,SP,1,True
1446981,37,f,FDP,4,False
1447235,28,m,SP,6,True
1447261,23,m,SP,1,False
1447615, , ,Grüne,1,False
1447649, , ,Keine,4,False
1447672,41,m,FDP,5,False
1447890,49,m,GLP, ,False
1448209,48,m,SP,3,False
1448233,28,f,FDP,5,False
1448424,34,m,GLP,4,False
1448479,62,m,SVP,6,True
1448882,35,f,SP,1,False
1448968,55,f,GLP, ,True
1449499, , ,GLP,3,False
1449512,39,m,Andere,5,False
1449651,29,m,Grüne,2,False
1450006,62,m,Grüne,2,False
1450108,30,m,FDP,6,True
1450226,37,m,SP,2,True
1450313,27,f,Grüne,1,False
1450381,31,m,SP,3,False
1450445,52,m,GLP,5,False
1450581, , ,FDP,3,False
1450774,35,m,GLP,5,False
1450902,41,m,GLP,3,False
1450905,70,m,SP,1,False
1451040,65,m,GLP,2,False
1451109,38,m,Grüne,2,False
1451312,62,f,Mitte,3,False
1451379,47,m,GLP,3,True
1451415,37,m,AL,7,False
1451418,68,m,GLP,3,False
1451705,44,m,Keine,5,False
1451779,19,f,Grüne,1,False
1451817,43,m,GLP,3,False
1451890,41,f,Mitte,3,False
1451958,41,m,FDP,5,False
1452022,39,m,FDP,5,False
1452130,46,m,GLP,5,True
1452197,47,m,Mitte,4,False
1452438,42,f,Grüne,2,True
1452496,33,m,Keine,4,False
1452747,26,f,Grüne,2,False
1453104,31,f,Keine,6,False
1453668,62,f,Keine,6,False
1453750,40,f,Mitte,5,False
1454017,31,m,GLP,3,False
1454109,35,f,SP,2,False
1454187,60,f,SP, ,True
1454283,24,m,FDP,6,False
1454284,32,f,Grüne,2,False
1454308,53,m,FDP,5,False
1454564,63,f,SP,2,True
1454578,20,f,Keine,5,False
1454733,43,m,SP,3,True
1454813,39,m,Grüne,1,True
1454820,57,none,Andere,5,False
1454861,19,m,FDP,4,False
1455036,42,m,Keine,5,False
1455059,26,m,FDP,6,False
1455126,60,f,Mitte,4,False
1455207,43,f,Grüne,3,False
1455344,33,m,Keine,6,False
1455374,52,m,SP,2,True
1455593, , ,SVP, ,True
1455597,16,m,SVP,6,True
1455719,32,m,Keine,2,False
1455783,32,m,GLP,3,False
1456134,34,m,FDP,6,False
1456140,23,f,Andere,1,False
1456276,38,f,Keine,4,False
1456597,29,f,SP,2,True
1456692,34,m,SP,1,False
1456735,66,f,SVP,6,True
1456932,51,f,Grüne,6,False
1456997,35,f,Keine,3,False
1457054,24,m,SP,2,False
1457211,30,f,Grüne,2,False
1457230,38,m,GLP,5,False
1457495,34,m,SVP,5,True
1457940,32,m,GLP,4,False
1458032,43,m,FDP,7,False
1458100,31,m,Mitte,4,False
1458391,22,f,SP,2,False
1458449,32,m,Mitte,3,False
1458598,52,m,SP,3,True
1458764,30,f,Grüne,3,False
1458842,35,m,Grüne,3,False
1458942,53,f,Keine,4,False
1458985,33,m,GLP,2,True
1459454,47,m,SVP,6,True
1459761,48,m,SVP,6,True
1459886, , ,SVP,6,True
1460137,36,f,SP,3,False
1460152,36,f,SP,2,False
1460247,33,m,FDP,5,True
1460283,25,f,Grüne,3,False
1460476,58,m,SP,2,False
1460538,32,m,Keine,5,False
1460632,48,m,Mitte,4,False
1460868,65,m,FDP,6,False
1461016,36,m,SP,1,False
1461253,27,m,Mitte,5,True
1461295,52,f,SP,2,True
1461549,41,m,SP,2,True
1461551,34,m,Keine,3,False
1461744,32,m,AL,2,False
1462050,74,m,Keine,2,False
1462142,27,m,Keine,3,False
1462247,61,m,Keine,4,False
1462330,47,m,SVP,7,True
1462538,48,m,GLP,5,False
1462609,41,m,GLP,5,False
1462807,23,m,GLP,3,True
1463074,28,m,GLP,3,False
1463144,40,f,Keine,3,False
1463978,50,f,Keine,3,False
1464167,26,m,Grüne,1,False
1464496,50,m,Keine,5,False
1464880,31,m,GLP,4,False
1465002,32,m,SVP,6,True
1465200,32,m,GLP,2,False
1465284,28,f,Keine,5,False
1465304,22,m,GLP,5,False
1465360,57,f,Andere,2,False
1465368,31,f,GLP,2,False
1465397,40,f,Keine,3,False
1465412,43,m,FDP,5,False
1465438,41,f,GLP,3,False
1465742,40,f,Keine,3,False
1465800,18,m,Grüne,4,True
1465960,20,m,FDP,5,True
1466016,35,m,Keine,3,False
1466304,40,f,Keine, ,False
1466500,33,f,SP,2,False
1466778,36,m,GLP,3,False
1466901,47,m,EVP,5,False
1466992,42,m,SVP,6,True
1467020,42,m,Keine,5,False
1467292,30,m,EVP,3,True
1467342,71,m,GLP,3,False
1467378,59,m,SP,3,False
1467596,31,f,Keine,4,False
1467624,21,f,SP,1,False
1467629,37,m,GLP,2,True
1467678,54,f,FDP,5,False
1467813,18,f,SP,2,False
1468207,62,m,SP,2,False
1468210,33,f,GLP,3,False
1468224,30,m,Keine,5,False
1468353,76,m,EVP,4,False
1468653,22,m,Grüne,1,True
1468765,39,m,SP,2,False
1468804,20,m,GLP,3,False
1469062,41,m,FDP,5,False
1469133,46,m,FDP,5,False
1469145,28,m,GLP,4,False
1469248,49,m,GLP,3,False
1469285, , ,GLP, ,True
1469386,22,x,SP,1,False
1469520,20,m,GLP,3,False
1469569,21,m,GLP,4,False
1469837,16,f,Keine,3,False
1469993,71,f,Keine,4,False
1470087,53,m,SVP,6,True
1470117,19,m,Keine,6,False
1470151,66,m,Mitte,5,False
1470178,33,m,FDP,4,False
1470373,26,m,SP,2,False
1470405,26,f,PdA,1,False
1470636,61,m,GLP,2,False
1471060,47,m,SP,3,False
1471079,61,m,SP,2,False
1471085,36,m,Andere,4,False
1471131,51,m,Mitte, ,False
1471223,15,f,Andere,2,False
1471788,31,f,Keine,2,False
1471876,31,m,GLP,3,False
1472100,60,m,Keine,2,False
1472240,25,m,GLP,2,False
1472419,29,m,SP,2,False
1472724, , ,Keine,4,False
1473065,39,f,Mitte,3,True
1473247,63,m,Keine,5,False
1473355,36,f,SP,3,False
1473404,44,m,GLP,3,False
1473447,38,m,GLP,5,False
1473479,26,f,SP,2,False
1473550,48,m,FDP,6,False
1473611,25,m,GLP,3,False
1474061,39,f,Keine, ,False
1474064,26,f,Grüne,2,False
1474134,30,f,SP,2,False
1474157,36,m,Keine,5,False
1474181,27,m,Keine, ,False
1474216,59,m,Grüne,2,True
1474500,37,f,GLP,2,False
1474528,36,m,EVP,4,True
1474598,43,m,SP,2,False
1474614,30,m,Keine,3,False
1474651,22,f,Grüne,2,True
1475145,32,f,GLP,3,False
1475699,47,f,Keine,4,False
1475893,58,m,GLP,5,False
1476274,32,x,AL,2,False
1476305,32,m,FDP,5,False
1476317,27,m,Keine,4,False
1476533,57,f,EVP,2,False
1476579,26,f,Grüne,1,False
1476818,43,m,Mitte,4,True
1476831,34,m,GLP,5,False
1476926,59,f,Keine,3,False
1476986,31,m,FDP,5,False
1477037,42,m,Keine,2,False
1477055,31,m,SP,2,False
1477082,18,m,GLP,5,False
1477169,28,m,Keine,2,False
1477282,33,f,SP,2,False
1477312,28,m,GLP,2,False
1477344,49,m,FDP,5,False
1477348,27,m,Keine, ,False
1477464,62,m,Mitte,5,False
1477577,34,m,SP,2,False
1477594,22,m,AL,2,False
1477664,29,m,GLP,3,False
1477703,58,m,FDP,6,False
1477745,55,f,FDP,4,False
1477791,22,m,GLP,5,False
1477793,56,f,Keine,2,False
1477795,49,m,GLP,3,False
1477857,35,m,SP,2,False
1477985,33,f,GLP,3,False
1478447,27,m,Keine,4,False
1478451,60,m,Keine,2,False
1479017,68,f,GLP, ,False
1479339,44,f,Keine,3,False
1479433,67,m,GLP,3,True
1479989,65,f,SP,1,False
1480329,30,m,FDP,5,True
1480554,57,m,GLP,5,False
1480593,45,f,EVP,2,False
1480930,30,m,PdA,1,False
1480931,35,m,SP,2,True
1481062,62,f,SP,2,False
1481131,68,f,EDU,6,False
1481178,44,m,GLP,3,False
1481340,50,f,Grüne,2,False
1481447,51,f,Grüne,2,False
1481463,44,f,SVP,6,True
1481798,61,f,Mitte,5,False
1481878, , ,GLP,4,False
1481942,22,m,FDP,5,True
1482082,32,m,SP,3,False
1482419,58,m,SP,2,True
1482578,65,f,GLP,4,False
1482713,52,m,Grüne,2,False
1482895,36,m,SVP,6,True
1483001,35,m,Keine,3,False
1483003,49,f,SP,6,False
1483126,3973,m,Mitte,3,False
1483213,28,m,Grüne,2,False
1483384,35,m,GLP,4,False
1483417,33,m,SP,3,False
1483531,33,m,Keine,3,False
1483726,32,f,SP,2,True
1483794,42,m,Mitte,5,False
1483854,48,m,Keine,2,False
1484293,20,m,FDP,6,False
1484367,48,m,SVP,7,True
1484530,44,m,Keine,4,False
1485127,31,m,GLP,2,False
1485266,26,m,SP,3,True
1485349,39,m,GLP,4,False
1485391,43,m,Keine,4,False
1485396,41,m,FDP,5,True
1485549,51,m,GLP,3,False
1485567,73,f,GLP,5,True
1485625,45,f,SP,1,False
1485986,33,f,SP,2,True
1486078,31,m,GLP,3,False
1486139,30,m,Keine,2,False
1486200,34,m,Keine,2,False
1486270,30,m,SP,1,False
1486439,35,f,Keine,3,False
1486473,27,m,SVP,7,True
1486499,26,f,Keine,2,False
1486609,54,m,Keine,4,False
1486694,59,m,GLP,5,True
1486749,33,m,GLP,3,False
1486852,60,f,Keine,4,False
1486983,72,m,SP,2,False
1487235,39,m,Grüne,1,True
1487360,34,f,Keine,2,False
1487506,50,m,GLP,3,False
1487521,35,m,GLP,3,False
1487584,58,m,GLP,5,False
1487645,33,m,Keine, ,False
1487711,43,f,GLP,6,False
1487857,57,f,GLP,4,False
1487986,56,m,SP,2,False
1488005,41,m,GLP,3,False
1488147,23,m,SP,2,True
1488289,39,m,FDP,5,True
1488343,40,m,GLP,3,False
1488490,18,m,SVP,6,True
1488552,18,m,SP,4,False
1488586,39,f,AL,2,False
1488829,32,m,FDP,3,False
1488979,38,m,Keine,4,False
1489523,37,m,SP,2,False
1489530,28,m,Grüne,1,False
1490039, , ,Keine,4,False
1490345,18,m,FDP,5,False
1490513,59,m,SP,2,False
1490601, , ,Andere,4,False
1490759,68,m,FDP,5,False
1490892,20,m,Mitte,4,False
1490921,54,m,FDP,5,True
1490991,68,f,Mitte,4,False
1491026,21,m,Grüne,2,False
1491126,60,m,SVP,6,True
1491165,51,f,Keine,5,False
1491282, , ,Keine, ,False
1491442,68,f,Grüne,3,True
1491580,31,m,GLP,2,False
1491626,30,f,GLP,3,False
1491675,32,m,SP,2,False
1492022,58,f,Keine,2,False
1492200,48,m,Grüne,2,False
1492214,55,m,GLP,5,False
1492257,33,m,FDP,5,False
1492295,36,m,GLP,3,False
1492391,38,m,Mitte,4,False
1492705,32,m,Grüne,3,False
1493132,46,m,GLP,3,False
1493828,39,m,Keine,5,False
1493836,47,m,Grüne,3,False
1493887,48,f,SP,3,True
1494048,49,f,Grüne,2,False
1494124,42,m,FDP,6,True
1494200,60,f,SP,1,False
1494226, , ,Keine, ,False
1494453,61,f,SVP,6,True
1494633,24,f,Grüne,3,False
1494658,32,m,SP,3,True
1494746,60,m,Keine,5,False
1495138,31,m,GLP,3,False
1495176,18,m,FDP,5,False
1495449,23,none,Keine,4,False
1495495,30,f,Grüne,1,False
1495863,36,m,SP,3,False
1496048,56,m,Keine, ,False
1496384,38,m,PdA,2,False
1496476,31,f,SP,1,False
1496614,54,f,SP,2,False
1496956,944,m,GLP,3,False
1496993,23,m,GLP,3,False
1496996,43,m,Keine,7,False
1497004,48,m,Keine,5,False
1497038, , ,Keine,4,False
1497054,35,m,SVP,6,True
1497263,32,f,EVP,5,False
1497440,45,m,Grüne,2,False
1497649,31,m,SVP,5,True
1497802,37,m,FDP,4,False
1497835,52,f,Grüne,3,False
1498063,52,m,GLP,5,True
1498109,36,m,SP,2,False
1498146, , ,Keine,3,False
1498184,42,m,FDP,4,False
1498296,36,m,Keine,5,False
1498626,26, ,FDP,4,False
1498822,20,m,Grüne,2,True
1498954,33,m,SP,2,False
1498986,64,m,Keine,3,False
1499006,45,f,Keine,5,False
1499452,22, ,Keine,3,False
1499703,20,f,GLP,3,False
1500398,40,f,Mitte,5,False
1500439,54,m,Andere, ,False
1500440, , ,SP,2,False
1500668,42,f,GLP,3,False
1500711,36,f,SP,3,False
1500717,32,m,Keine,3,False
1501202,45,m,AL,2,False
1501223,35,f,EVP,5,False
1501226,35,m,FDP,6,True
1501383,52,m,Keine,4,False
1501493,55,m,FDP,6,False
1501792,51,m,SVP,6,True
1502217,31,m,FDP,4,False
1502257,30,f,Keine,4,False
1502368,40,m,SP,2,False
1502838,43,m,Keine,4,False
1503295,56,m,FDP, ,False
1503549,20,m,FDP,5,True
1503708,27,m,Keine,3,False
1503755,39,m,GLP,3,True
1504383,36,m,Keine,5,False
1504415,33,m,FDP,5,False
1504438,42,f,Grüne,1,True
1504458,41,m,Mitte,5,False
1504515,42,m,Keine,2,False
1504548,64,m,FDP,5,False
1504555,42,m,SP,7,False
1504584,38,m,Keine,3,False
1504989,42,m,AL,1,False
1505045,61,m,GLP,4,False
1505085,33,m,Andere,5,False
1505134,949,m,Keine,5,False
1505161, , ,SP,3,False
1505341,46,f,GLP,3,False
1505345,30,m,GLP,4,False
1505498, , ,SP,2,False
1505620,68,m,GLP,3,False
1505857,31,m,GLP,3,False
1505858,53,m,FDP,3,False
1505924,34,m,Keine,5,False
1506265,36,m,GLP,3,False
1506455,29,m,GLP,5,False
1506668,31,m,EDU,7,True
1506764,45,m,GLP,5,False
1507073,72,f,SP,2,False
1507108,18,m,Keine,3,False
1507228,64,m,SP,3,False
1507290,35,m,Keine,1,False
1507465,52,m,Grüne,2,False
1507478,19,m,Keine, ,False
1507500,31,m,Keine,3,False
1507538,23,f,Grüne,3,False
1507540,65,m,Mitte,4,False
1507738,63,m,SP,3,False
1507963,34,m,SP,1,False
1508035,21,m,Keine,2,False
1508120,23,m,GLP,3,False
1508196,43,m,EVP,3,False
1508254,27,m,SP,2,False
1508412,65,f,GLP,6,False
1508429,30,f,Keine,3,False
1508543,30,f,FDP,5,False
1509201,26,m,Andere,3,False
1509447,41,m,FDP,6,False
1509621,41,m,FDP,6,False
1509767,43,m,Mitte,6,False
1509792,33,m,Mitte,5,False
1509842,52,m,Keine,3,False
1509898,30,m,GLP,3,True
1509918,58,m,Keine,4,False
1509965,25,f,Keine,5,False
1510082,27,m,AL,1,False
1510148,46,f,Grüne,2,False
1510396,59,f,Mitte,4,False
1510551,44,m,Keine,5,False
1510578,51,m,FDP,6,True
1510640,52,m,Keine,3,False
1510815,30,m,Keine,4,False
1510902,26,m,GLP,3,False
1511082,30,m,Keine,3,False
1511443,21,f,FDP,6,False
1511530,27,m,Keine,2,False
1511558,58,m,FDP,4,False
1511588,29,m,Andere,5,False
1511698,18,m,FDP,5,False
1511753,47,m,SP,2,False
1511785,43,none,AL,2,False
1511952,50,m,GLP,3,False
1512016,47,m,Keine,4,False
1512091,42,m,GLP,3,False
1512134,35,m,Keine,3,False
1512189,29,m,Grüne,3,True
1512248,50,m,Grüne,2,False
1512473, , ,Grüne,3,False
1512540,32,m,Keine,5,False
1512567,60,m,SP,2,True
1512619, , ,FDP,5,False
1512718,50,f,Keine,3,False
1512952,36,f,SP,1,False
1513503,39,m,GLP,4,False
1513638, , ,FDP,5,True
1513701,35,m,GLP,3,False
1513731,56,m,Keine,4,False
1513734,63,m,GLP, ,True
1513852, ,m,Keine,3,False
1513872,71,m,FDP,6,False
1513933,41,f,SP,2,True
1514091,20,m,Keine,2,False
1514168,60,m,GLP,4,False
1514219,46,m,Keine,3,False
1514228,48,f,SP,3,False
1514440,39,m,FDP,5,False
1514480,42,f,EDU,6,False
1514507,21,f,SP,3,False
1514680,20,m,Keine,4,False
1514712,52,f,AL,1,False
1514859,46,m,GLP,3,False
1514878,18,m,Keine,3,False
1514896,37,m,GLP,4,False
1514926,28,m,GLP,4,False
1515084,33,m,SP,2,False
1515301,34,m,FDP,6,False
1515362,42,f,SP,2,False
1515514,25,none,AL,1,False
1515547,34,m,GLP,3,True
1515835,59,f,Keine,5,False
1515989,39,f,GLP,3,False
1516036, , ,Grüne,3,True
1516075,35,f,Keine,4,False
1516189,39,f,Grüne,2,False
1516378,47,m,Keine,4,False
1516402,48,m,FDP,5,False
1516662,38,m,GLP,3,False
1516663,58,f,SP,2,True
1517006,44,m,Keine,5,False
1517084,45,m,GLP,4,False
1517280,53,m,Keine,3,False
1517331,28,m,Grüne,1,False
1517603,40,f,Keine,4,False
1517826,36,m,SVP,6,True
1517876,37,f,SP,1,True
1518014,44,f,FDP,5,True
1518061,54,none,EVP,3,False
1518189,52,m,SVP,6,True
1518192,44,f,SP,2,False
1518212,71,m,GLP,4,False
1518357,34,m,SP,1,False
1518528,53,f,SP,3,True
1518539,45,m,GLP,5,False
1518674,47,f,SP,2,False
1518699,43,m,FDP,5,False
1518733,53,m,SVP,6,True
1518996,41,m,Grüne,2,False
1519212,50,f,FDP,5,False
1519595,51,m,GLP,5,False
1519746,32,f,Grüne,1,True
